inchi_key	n_annotations	target_genes	annotated_moas	smiles
AYUNIORJHRXIBJ-TXHRRWQRSA-N	3	HSP90AA1	Heat Shock Protein 90 (hsp90) Inhibitors,Inhibitors of Signal Transduction Pathways,CHK1 Expression Inhibitors	C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O
AYYCFGDXLUPJAQ-UHFFFAOYSA-N	4	HTR1A,ADRA1D	alpha1D-Adrenoceptor Antagonists,5-HT1A Receptor Antagonists	COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1
AZAANWYREOQRFB-SETSBSEESA-N	8	CALCRL,RAMP1,CALCA,CRCP	highly potent calcitonin gene-related peptide (CGRP) receptor antagonist,CGRP antagonist	O=C(CN1C(=O)C2(CCCC2)NC[C@H]1c1cc(F)cc(F)c1)Nc1ccc2c(c1)C[C@@]1(C2)C(=O)Nc2ncccc21
AZEXWHKOMMASPA-UHFFFAOYSA-N	1	PDE10A	Phosphodiesterase 10A Inhibitors	Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1
AZGIWMKLPRJOPT-UHFFFAOYSA-N	16	SRC,EPHB4,ABL2,ABL1	EphB4 Inhibitors,Abl Kinase Inhibitors,Inhibitors of Signal Transduction Pathways,Src Kinase Inhibitors	Cc1nc2c(-c3cccc(N4CCN(C)CC4)c3)cnn2c(N)c1-c1ccc(F)cc1
AZKVWQKMDGGDSV-BCMRRPTOSA-N	4	UCP2	Free Radical Scavengers,Non-Steroidal Antiinflammatory Drugs,Apoptosis Inhibitors,UCP2 inhibitor	COC(=O)C1=CO[C@@H](O)[C@@H]2C(CO)=CC[C@H]12
AZLAIMCFUUYCHB-UHFFFAOYSA-N	1			
AZLAMPLFUDZOPO-HSZRJFAPSA-N	4	HCRTR2,HCRTR1	Orexin OX-2 Antagonists,Orexin OX-1 Antagonists	CN(C(=O)c1cccc2ccccc12)[C@H](CCNC(=O)c1ccccn1)Cc1ccc(F)cc1
AZSXOQSYRMGNPE-VXKWHMMOSA-N	9	CAPN2,CTSB,CTSL	Cathepsin L Inhibitors,Cathepsin B Inhibitors,m-Calpain (Calpain-2) Inhibitors	O=C(CF)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1
AZXXGVPWWKWGAE-IYARVYRRSA-N	1			
AZYDQCGCBQYFSE-LBPRGKRZSA-N	2	FFAR3,FFAR2	Free Fatty Acid Receptor 2 (FFAR2|  GPR43) Agonists	CC(C)[C@H](C(=O)Nc1nccs1)c1ccc(Cl)cc1
AZZRFSWIWLKNLQ-UHFFFAOYSA-N	1			
BAALMEGRQMMBJQ-UHFFFAOYSA-O	6	SLC6A4,ACHE	Acetylcholinesterase Inhibitors,5-HT Reuptake Inhibitors,DNA-Intercalating Drugs	CCc1ccc2c3[nH]c4ccccc4c3cc[n+]2c1
BASFYRLYJAZPPL-UONOGXRCSA-N	1	KDM1A	KDM1A/B	c1ccc([C@@H]2C[C@H]2NC2CCNCC2)cc1
BAWKQIKBNVOTQP-UHFFFAOYSA-N	1	RET	RET inhibitor	c1ccc(-n2cnc3cnc4ccc(-c5cccc(N6CCNCC6)c5)cc4c32)cc1
BBFVLRHCOLVFKU-UHFFFAOYSA-N	1	CDK2	CDK2 Inhibitors	N#Cc1cnc(Nc2ccc(S(N)(=O)=O)cc2)nc1N
BBLGCDSLCDDALX-LKGBESRRSA-N	6	NDUFAB1,NDUFS1,NDUFV1	NADH oxidase inhibitors,Electron transport chain inhibitor	C/C=C(\C)[C@H](O)[C@H](C)/C=C(C)/C=C/C/C(C)=C/Cc1nc(OC)c(OC)c(O)c1C
BBMWKHMUUHQRIO-GFCCVEGCSA-N	1	NTRK3	TRKC Inhibitors	
BBRSCGBAIAKATH-UHFFFAOYSA-N	1	CCR2	Chemokine CCR2B Receptor Antagonists	O=C(O)c1cc2cc(O)ccc2n1Cc1ccc(Cl)c(Cl)c1
BBTFKAOFCSOZMB-UHFFFAOYSA-N	4	PDE4A,PDE4B,PDE4C,PDE4D	PDE4 inhibitor for topical application	CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1
BBTMSQSMAGSWCB-UHFFFAOYSA-N	4	BACE1,BACE2	beta-Secretase 2 (BACE2) Inhibitors,beta-Secretase 1 (BACE1) Inhibitors	CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)COCC(N)=N1
BCEHBSKCWLPMDN-QFYYESIMSA-N	1			
BCFGMOOMADDAQU-UHFFFAOYSA-N	8	ERBB2,EGFR	Inhibitors of Signal Transduction Pathways,HER2 (erbB2) Inhibitors,erbB1) Inhibitors,EGFR (HER1	CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
BCGHHRAUZWOTNH-XNIJJKJLSA-N	4	PDE2A,RAPGEF3	RAPGEF3 activator,PDE2A Inhibitor	CO[C@@H]1[C@@H]2OP(=O)(O)OC[C@H]2O[C@H]1n1c(Sc2ccc(Cl)cc2)nc2c(N)ncnc21
BCGWQEUPMDMJNV-UHFFFAOYSA-N	15	SLC6A4,SLC6A2,HTR2A,ADRA1A,HRH1	Norepinephrine Reuptake Inhibitors,Sodium Channel  Blockers,5-HT Reuptake Inhibitors	CN(C)CCCN1c2ccccc2CCc2ccccc21
BCWCEHMHCDCJAD-UHFFFAOYSA-N	5	CES1,CES1P1,CES2,CES3,CES5A	Carboxylesterase Inhibitors	Cc1ccc(C(=O)C(=O)c2ccc(C)cc2)cc1
BDGKKHWJYBQRIE-HHHXNRCGSA-N	1			Cc1c(C(=O)N2CCN(C(=O)c3ccc(Br)cc3)[C@@H](c3ccc(Cl)cc3)C2)cnn1-c1cccc(C#N)c1
BDILTKLWRMFCFO-UHFFFAOYSA-N	1	GRM5	mgluR5 Antagonists	CCCn1c(-c2cnc(Nc3ccc(C)nc3)nc2)nc2cccc(Cl)c21
BDSYKGHYMJNPAB-LICBFIPMSA-N	1	NR3C1	Antiinflammatory Drugs	CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
BDYDINKSILYBOL-WMZHIEFXSA-N	1	PADI4	PAD4 (Protein-arginine deiminase type-4) substrate competitive reversible inhibitor	COc1cc(C(=O)N2CC[C@@H](O)[C@@H](N)C2)cc2nc(-c3cc4ccccc4n3CC3CC3)n(C)c12
BDYHNCZIGYIOGJ-DUXPYHPUSA-N	10	GRIN2D,GRIN2C,GRIN2B,GRIN2A,GRIN1	NMDA Antagonists,Glutamate Ionotropic Antagonists	C/C(=C\C(N)C(=O)O)CP(=O)(O)O
BDYHNCZIGYIOGJ-RQOWECAXSA-N	5	GRIK1,GRIK2,GRIK3,GRIK4,GRIK5	Kainate receptor antagonist	C/C(=C/C(N)C(=O)O)CP(=O)(O)O
BEENXQCDTFXZSE-UHFFFAOYSA-N	1	CTSK	Cathepsin K Inhibitors	CCN(CC)Cc1ccc(Cc2cc3cnc(C#N)nc3n2CC(C)(C)C)cc1
BEKCHDAUQRKKOP-QFIPXVFZSA-N	1	CBX7	small-molecule antogonist of CBX7ChD binding to H3K27me3 when the protein is bound to RNA	Cc1ccccc1Cn1c(=N)n(C[C@H](O)c2ccc(Cl)c(Cl)c2)c2ccccc21
BEKCHDAUQRKKOP-UHFFFAOYSA-N	1			Cc1ccccc1Cn1c(=N)n(CC(O)c2ccc(Cl)c(Cl)c2)c2ccccc21
BEPGKLOHQTXUHX-UHFFFAOYSA-N	25	PDE2A,ADORA1,ADORA2B,ADORA3,MAPK13	p38 MAPK Inhibitors,Phosphodiesterase IV Inhibitors,Adenosine A3 Antagonists,Adenosine A2B Antagonists,Adenosine A1 Antagonists	Nc1nc(-c2ccc(Cl)c(Cl)c2)c(-c2ccncc2)s1
BERLXWPRSBJFHO-UHFFFAOYSA-N	2	TGFBR1	TbetaR-I) Inhibitors,Activin Receptor Like Kinase 5 (ALK5	Fc1ccc(Cl)cc1-c1nc(Nc2ccncc2)c2nccnc2n1
BFPYWIDHMRZLRN-SLHNCBLASA-N	3	CYP2B6,ESR1,ESR2	Estrogen Receptor (ER) Agonists	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
BFRCLEOOZWHYRB-UHFFFAOYSA-N	1	MIF	Macrophage Migration Inhibitory Factor (MIF) Inhibitors	N#Cc1c(N2CCN(C(=O)c3cccs3)CC2)c2ccccc2n(CC(=O)c2ccccc2)c1=O
BFTKDWYIRJGJCA-CYBMUJFWSA-N	2	CREBBP,EP300	dual CBP/EP300 inhibitor	C[C@@H]1CC(=O)Nc2cccc(-c3ccc4c(c3)c(-c3cnn(C)c3)nn4C)c2N1
BFTWJXMKBNDLCI-UHFFFAOYSA-N	1	DPP4	Autophagy agonist	N#Cc1c(N2CCCNCC2)n(CC=C(Cl)Cl)c2c(=O)n(Cc3nccc4ccccc34)cnc12
BFXLAXBXCXOWNH-UHFFFAOYSA-N	1	COASY	Phosphopantetheine Adenylyltransferase (PPAT) Inhibitors	O=C(Nc1ccc(Cl)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1
BGDKAVGWHJFAGW-UHFFFAOYSA-N	3	CHRM4	CHRM4 antagonist,CHRM4 Antagonists,Anticholinergics	CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1
BGFHMYJZJZLMHW-UHFFFAOYSA-N	2	AHR	Stem cell expansion,Aryl hydrocarbon receptor antagonist	CC(C)n1cnc2c(NCCc3ccc(O)cc3)nc(-c3csc4ccccc34)nc21
BGLQTHFKBDXBFL-OUKQBFOZSA-N	2	ALOX5	Non-Steroidal Antiinflammatory Drugs,Lipoxygenase Inhibitors	COc1cc(/C=C/C(=O)CCCCc2ccccc2)cc(OC)c1O
BGQKEJPDGZHKNI-KFWWJZLASA-N	1	PDF	Peptide Deformylase (PDF) Inhibitors	O=CN(O)C[C@@H](CC1CCC1)C(=O)N1C[C@H](F)C[C@H]1C(=O)Nc1cccnn1
BGRJTUBHPOOWDU-UHFFFAOYSA-N	6	CA7,CA12,DRD2	Carbonic Anhydrase Type VII Inhibitors,Dopamine D2 Antagonists	CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
BGVCEGVSQDOGSB-UHFFFAOYSA-N	6	RYR2,RYR1	Ryanodine receptor modulator,Drugs Acting on Ryanodine Receptor (RyR) Channels,RyR1/FKBP12 Complex Stabilzer	COc1ccc2c(c1)CN(C)CCS2
BGVLELSCIHASRV-QPEQYQDCSA-N	3	CLK2,CLK1,CLK4	CDC-like kinase-1 inhibitors	CCN1/C(=C/C(C)=O)Sc2ccc(OC)cc21
BHCJHYIMNHXLOM-WVDRJWPYSA-N	4	TACR1,TACR2	Tachykinin NK2 Antagonists,Tachykinin NK1 Antagonists	CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@@H](/C=C/C(=O)N[C@@H]1CCCCNC1=O)Cc1ccc(Cl)c(Cl)c1
BHLXTPHDSZUFHR-UHFFFAOYSA-N	13	PLA2G2A,PLA2G2D,PLA2G12A,PLA2G12B,PLA2G1B,PLA2G2C,PLA2G2E,PLA2G3,PLA2G4F,PLA2G5,PLA2G6,PLA2G7,PLA2R1	Secretory Phospholipase A2 (sPLA2) Inhibitors	CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccc2n1Cc1ccccc1
BHPKEYRAZNXILG-UHFFFAOYSA-N	1	GRM5	mglu5 Receptor (mgluR5) Ligands	CCCn1c(-c2ccc(Nc3ccc(C)nc3)c(Cl)c2)nc2cccc(Cl)c21
BHQCQFFYRZLCQQ-OELDTZBJSA-N	3	CYP7A1,GPBAR1,NR1H4	Cholesterol-7-alpha-hydroxylase product and feedback inhibitor	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
BIIVYFLTOXDAOV-YVEFUNNKSA-N	2	CCNB2,CDK9	CDK9 inhibitor	CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1
BIMZLRFONYSTPT-UHFFFAOYSA-N	4	P4HA1,P4HA2,P4HA3,P4HB	Prolyl 4-Hydroxylase Inhibitors	O=C(O)CNC(=O)C(=O)O
BIQBRWYPZDSJSE-UHFFFAOYSA-N	1	PTPN1	Protein Tyrosine Phosphatase PTP-1B Inhibitors	
BIWQNIMLAISTBV-UHFFFAOYSA-N	1	LIPG	Endothelial Lipase (EL) Inhibitors	Cc1ccc(B(O)O)cc1
BJFSUDWKXGMUKA-UHFFFAOYSA-N	4	BRD9,BRD7	BRD7/9 inhibitor,BRD9 gene inhibitor	COc1cc(-c2cn(C)c(=O)c3cnccc23)c(OC)cc1CN(C)C
BJMSUUATNLDQQZ-DGCLKSJQSA-N	1	DRD2	Dopamine Autoreceptor Agonists	CCCN1CCC[C@@H]2c3cccc(O)c3OC[C@H]21
BJXPIIDUCADEKU-UHFFFAOYSA-N	2	CCND2,CCND3	CDK Inhibitors	Nc1ccc(N2CCC(O)CC2)cc1
BJYYRCRVWTWSJI-UHFFFAOYSA-N	4	GRM1,GRM5	mglu5 Receptor (mgluR5) Ligands,mglu1 Receptor (mgluR1) Ligands	O=c1c2cnn(-c3ccccc3)c2ncn1C1CCCCCCC1
BJZSXNALNFWZMN-UHFFFAOYSA-N	1	FLT3	Tyrosine Kinase Inhibitors	CS(=O)(=O)c1ccc(Nc2nc(NCc3ccccn3)nc3c2ncn3-c2cscn2)cc1
BKCDJTRMYWSXMC-UHFFFAOYSA-N	2	EHMT1,EHMT2	EHMT1/2 inhibitor	COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCC1
BKJXSQXZIOTRTP-UHFFFAOYSA-N	2	METAP2	Angiogenesis Inhibitors,Methionine Aminopeptidase-2 (MetAP2) Inhibitors	Brc1cccc(-c2c[nH]nn2)c1
BKVIWGRFRKLFIO-UHFFFAOYSA-N	1	HTR4	HTR4 antagonist	COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCC2CCN(CCNS(C)(=O)=O)CC2)cc(OC)c1
BKWJAKQVGHWELA-UHFFFAOYSA-N	2	WEE1,WEE2	WEE1 gene inhibitor	C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
BLAFVGLBBOPRLP-UHFFFAOYSA-N	8	FLT4,KDR	Angiogenesis Inhibitors,VEGFR-3 (FLT4) Inhibitors,Inhibitors of Signal Transduction Pathways,VEGFR-2 (FLK-1/KDR) Inhibitors	O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1
BLEWPNAUDGZWPU-UHFFFAOYSA-N	1			
BLGXFZZNTVWLAY-DIRVCLHFSA-N	1	ADRA1B	alpha-Adrenoceptor Antagonists	COC(=O)[C@@H]1[C@@H](O)CC[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21
BLGXFZZNTVWLAY-SCYLSFHTSA-N	3	ADRA2A,ADRA2C,HTR1E	alpha2-Adrenoceptor Antagonists	COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21
BLLLAUHTNAVSQR-VXKWHMMOSA-N	2	ITGAV,ITGA6	alpha-v Beta1 integrin inhibitor	N=C(N)NCCCCC(=O)Nc1ccc(C[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)c2ccccc2)C(=O)O)cc1
BLMPQMFVWMYDKT-NZTKNTHTSA-N	6	PSMB1,PSMB2,PSMB5,PSMB8,PSMB9,PSMB10	Proteasome inhibitor	CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1
BLQAXSAXSUNGMZ-UHFFFAOYSA-N	1	KIT	KIT (C-KIT) Inhibitors	
BLSNYSFLZAWBIV-SFHVURJKSA-N	1			O=C(C[C@@H](C(F)F)n1ccc(F)n1)N1CCC(O)(Cn2cnc3c(cnn3-c3ccc(F)cc3)c2=O)CC1
BLSWPPPBUQFKHH-UHFFFAOYSA-N	1	NUCB1	phenocopies NUCB1 shRNA. Compound is likely a NUCB1 inhibitor.	CN1CCN(C(=O)c2[nH]c3ccc([N+](=O)[O-])cc3c2-c2ccccc2)CC1
BLTGDXMNAWRERE-UHFFFAOYSA-N	1	PTGER4	Prostanoid EP4 Agonists	Cc1ccc(Oc2nc(-c3ccccc3)nc3ccsc23)cc1
BLVQHYHDYFTPDV-VCABWLAWSA-N	2	HDAC3	HDAC3,HDAC3 active-site competitive inhibitor	Nc1cc(F)ccc1NC(=O)/C=C/c1cnn(C/C=C/c2ccccc2)c1
BLZVCIGGICSWIG-UHFFFAOYSA-N	6	ITPR3,ITPR2,ITPR1	Gap junction modulators,Inositol Triphosphate IP3 Receptor Antagonists	NCCOB(c1ccccc1)c1ccccc1
BMGQWWVMWDBQGC-IIFHNQTCSA-N	8	PRKCQ,FLT3	Angiogenesis Inhibitors,Protein Kinase C (PKC) Inhibitors,Flt3 (FLK2/STK1) Inhibitors,Inhibitors of Signal Transduction Pathways	CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
BMKDZUISNHGIBY-ZETCQYMHSA-N	1	TOP2B	Topoisomerase II inhibitor	C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
BMSOUOUGKACGBB-UHFFFAOYSA-N	1	ADORA3	Adenosine A3 Antagonists	CC(=O)Nc1nc(-c2cc(C)cc(C)c2)c(-c2ccncc2)s1
BMZRVOVNUMQTIN-UHFFFAOYSA-N	1			
BMZWFSGTPJUKJR-UHFFFAOYSA-N	1	HTR1A	HTR1A agonist	CCCN(CCC)C1Cc2c[nH]c3ccc(OC)c(c23)C1
BNDMVFTVBINJLL-KRWDZBQOSA-N	1			CCc1ccc(C(=O)N[C@@H](CC(C)C)C(=O)N2CCCC2)cc1
BNOYRDUPHFYYTI-GFCCVEGCSA-N	1	HSP90AA1	Heat Shock Protein 90 (hsp90) Inhibitors	COc1nc(-c2cc(F)ccc2[C@H]2Cc3nc(N)nc(C)c3C(=O)N2)cs1
BNRNXUUZRGQAQC-UHFFFAOYSA-N	4	PDE6H,PDE6G,PDE6A,PDE5A	phosphodiesterase PDE5A Inhibitors	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12
BNYDDAAZMBUFRG-ZDUSSCGKSA-N	1	SLC1A2	Excitatory amino acid transporter 2 inhibitor	N[C@@H](CC(=O)Nc1ccc(Oc2cc(F)c(F)cc2Br)cc1)C(=O)O
BOBBYBHJYYJHHQ-UHFFFAOYSA-N	1	TRPV1	TRPV1 (Vanilloid VR1 Receptor) Antagonists	CC(C)(C)c1nc2[nH]c(=S)[nH]c(=O)c2cc1-c1ccc(Cl)cc1
BOCUKUHCLICSIY-UHFFFAOYSA-N	1	GRIA2	AMPA Receptor Modulators	NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O
BOFQWVMAQOTZIW-UHFFFAOYSA-N	1			
BOHKBSYMCUBXPE-UHFFFAOYSA-N	1	HSPA8	Binds HSPA8 preveting it from binding to OCT4 which facilitates OCT4 binding to DNA	O=C1C=C(c2ccccc2)S(=O)(=O)c2c(O)cccc21
BOOROEDYUBEHOH-UHFFFAOYSA-N	4	LIMK1,LIMK2	LIMK2 gene inhibitor,LIMK1 gene inhibitor	Cc1[nH]c2ncnc(N3CCC(CN)(C(=O)Nc4cccc(OC(=O)N(C)C)c4)CC3)c2c1C
BOVGTQGAOIONJV-UHFFFAOYSA-N	3	ABCC8,ABCC9,KCNJ11	K(ATP) Channel Blockers	Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1
BOWVQLFMWHZBEF-KTKRTIGZSA-N	6	GPR119,KCND3,GPR55	K(V)4.3 Channel Blockers,Glucose-Dependent Insulinotropic Receptor (GDIR, GPR119)  Agonists	CCCCCCCC/C=C\CCCCCCCC(=O)NCCO
BPBPYQWMFCTCNG-UHFFFAOYSA-N	3	TXN,TXNRD2,TXNRD1	Thioredoxin 1 competitive irrreversible inhibitor	CCC(C)SSc1ncc[nH]1
BPEGJWRSRHCHSN-UHFFFAOYSA-N	1			
BPJKUWXILSKTLE-AZPGRJICSA-N	1	BAX	BAX activator	CCOc1ccccc1N/N=C1/C(=O)N(c2cc(O)cc(-c3ccc(N(C)C)cc3)c2)N=C1C
BPNUQXPIQBZCMR-IBGZPJMESA-N	9	PRKACA,PRKACB,PRKACG	PKB alpha/Akt1 Inhibitors,Inhibitors of Signal Transduction Pathways,cAMP-Dependent Protein Kinase (PKA) Inhibitors	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12
BPRNMVDTWIHULJ-AWEZNQCLSA-N	1	LPAR2	Lysophosphatidate-2 receptor antagonist	Cc1csc2c(N[C@@H](C)CN3CCN(S(=O)(=O)c4ccc(Cl)c(Cl)c4)CC3)ncnc12
BPZSYCZIITTYBL-UHFFFAOYSA-N	1	ADRB2	ADRB2 agonist	COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1
BQBVDVGDHJQNHX-UHFFFAOYSA-N	1	P2RY1	P2Y Antagonist	CC(C)(C)c1ccccc1Nc1ncccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1
BQDUNOMMYOKHEP-UHFFFAOYSA-N	4	GABRA2,GABRA3	GABA(A) BZ Site Receptor Antagonists,GABA(A) BZ Site Receptor Agonists	Cn1ncnc1COc1nn2c(-c3cc(F)ccc3F)nnc2cc1C(C)(C)C
BQMSKLCEWBSPPY-IKVTXIKFSA-N	3	GPR183	GPR183 activator,GPR183 agonist,GPR183 Agonist	C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
BQNXBSYSQXSXPT-UHFFFAOYSA-N	6	PIEZO1,SLC6A5	Piezo1 channel activator,GlyT-2 Inhibitors	Clc1cccc(Cl)c1CSc1nnc(-c2cnccn2)s1
BQSAHQXKFMHFDM-YPXUMCKCSA-N	1			
BRLVOVGBNYPHBQ-UHFFFAOYSA-N	1	DRD4	DRD4 antagonist	Clc1cccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)c1
BRPOADLGOFPKKJ-UHFFFAOYSA-N	2	SLC6A2	Drugs Acting on Adrenergic Transmission,norepinephrine reuptake inhibitor	CCn1c2c(c3ccccc31)CCSC2(C)CCN(C)C
BSCGZOZNKPEXSS-UHFFFAOYSA-N	1	PTGS2	Cyclooxygenase-2 Inhibitors	Cc1ccc(Nc2ccc(Cl)c(C)c2Cl)c(CC(=O)O)c1
BSIZUMJRKYHEBR-QGZVFWFLSA-N	70	MMP14,MMP15,MMP16,MMP17,MMP2,MMP8,MMP9,MMP11,MMP19,MMP20,MMP21,MMP23A,MMP27,MMP28	Angiogenesis Inhibitors,MMP-8 (Neutrophil Collagenase) Inhibitors,MMP-9 (Gelatinase B) Inhibitors,MMP-2 (Gelatinase A) Inhibitors,Matrix metalloproteinase inhibitor	COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(=O)NO)C(C)C)cc1
BSQHKYLMKDAHEX-GOSISDBHSA-N	1	SMO	Smoothened Antagonist	C[C@@H]1CN(c2ccc3c(Nc4ccc(Cl)c(-c5ncc(-c6ccccc6)[nH]5)c4)nccc3n2)CCO1
BSYNRYMUTXBXSQ-UHFFFAOYSA-N	15	PTGS2,PTGS1,TP53	Non-Steroidal Antiinflammatory Drugs,Nitric Oxide Donors,Cyclooxygenase-1 Inhibitors,TP53 Expression Enhancers,Cyclooxygenase-2 Inhibitors	CC(=O)Oc1ccccc1C(=O)O
BTCSSZJGUNDROE-UHFFFAOYSA-N	1	GABRR1	Inhibitory neurotransmitter	NCCCC(=O)O
BTGNGJJLZOIYID-UHFFFAOYSA-N	4	CELA1,ELANE	Leukocyte Elastase Inhibitors,Elastase inhibitor	CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1
BTIHMVBBUGXLCJ-OAHLLOKOSA-N	6	CDK5R1,CCNA1,CCNB2,CCNB3,CCNE2,CDK2	CDK inhibitors	CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1
BTNHEVIVMWRJSQ-CGAIIQECSA-N	1	AGTR2	Angiotensin AT2 Antagonists	O=C(O)[C@H](CCC1CCCCC1)NC1CCc2ccccc2N(Cc2ccc([N+](=O)[O-])cc2)C1=O
BUEHOQICFGQBNY-ACJLOTCBSA-N	1			
BUGYDGFZZOZRHP-UHFFFAOYSA-N	2	GRIN2B,GRIN2A	NMDA Antagonists	CC12CC3CC(C)(C1)CC(N)(C3)C2
BUIFCOFNXXUCMV-VHSXEESVSA-N	8	PKN2,PKN1	PKN allosteric inhibitor,Cytokine release inhibitor,p-SMAD2 inhibitor,Antibiotic	
BUOWEYLLAFLKCW-FQEVSTJZSA-N	1	NMUR2	Neuromedin U Receptor 2 (NMU2) Ligands	O=C(Nc1ccccc1)Nc1cnc2c(c1)C[C@@]1(CN3CCC1CC3)O2
BURJZXYDAYWVQP-UHFFFAOYSA-N	1	PIK3CA	Phosphatidylinositol 3-Kinase alpha (PI3Kalpha) Inhibitors	Nc1ncc(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)c(N)n1
BVQCFCYPFJOOAV-UHFFFAOYSA-N	3	HDAC1,HDAC2,HDAC3	HDAC3 gene inhibitor	CCCCNNC(=O)c1ccc(Br)cc1
BVRYLTBIGIAADD-UHFFFAOYSA-N	1			
BVSGXWCTWBZFEV-UHFFFAOYSA-N	1	OPRL1	OPRL1 antagonist	OCc1cccc2[nH]ccc12
BVWHOZYQECWMFG-UHFFFAOYSA-N	1	NRP1	antagonist of neuropilin-1 receptor	Cc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=S)NC(=O)c1ccc2c(c1)OCCO2
BWDQBBCUWLSASG-MDZDMXLPSA-N	28	HDAC6,HDAC10,HDAC11,HDAC5,HDAC7,HDAC8,HDAC9	HDAC 1/2/3/6/8/10/11,Histone Deacetylase (HDAC) Inhibitors,Apoptosis Inducers,Antimitotic Drugs	O=C(/C=C/c1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO
BWSWBMFOGKKNQV-UHFFFAOYSA-N	2	PDE2A	TNF-alpha Release Inhibitors,Phosphodiesterase IV Inhibitors	Nc1cc2cccnc2c(-c2ccc3nonc3c2)n1
BWUYGRHIDKUYBU-UHFFFAOYSA-N	4	S1PR1,S1PR3	Lysophospholipid edg1 (S1P1) Receptor Agonists,Lysophospholipid edg3 (S1P3) Receptor Antagonists	Cc1ccc(-c2ccc(CNCCCP(=O)(O)O)nc2-c2ccccc2)cc1
BWZNJVZTAWBIFG-UHFFFAOYSA-N	1			
